speaker,phrase,variant,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,rolloff_mean,centroid_mean,zcr_mean,rms_mean
hamed,confirm,pitch,-479.7720642089844,109.4003677368164,135.50584411621094,49.81283950805664,-28.584712982177734,30.995962142944336,35.78561019897461,13.53228759765625,8.80406665802002,16.331911087036133,-6.6704277992248535,14.988321304321289,-4.178870677947998,14.62454891204834,-5.074503421783447,12.273980140686035,-14.200377464294434,12.231085777282715,-0.8921880125999451,8.720333099365234,-2.3458077907562256,6.491638660430908,-4.956591606140137,9.33526611328125,-3.9704620838165283,8.307337760925293,2855.482177734375,1483.086100050715,0.07644449869791667,0.01262678112834692
hamed,confirm,stretch,-474.63037109375,103.28305053710938,142.13246154785156,50.4939079284668,-21.170007705688477,29.13783836364746,26.94508171081543,15.726865768432617,18.931516647338867,16.022974014282227,-2.5641140937805176,14.723783493041992,-2.766728639602661,12.325854301452637,-0.5014576315879822,11.956485748291016,-13.174545288085938,10.436507225036621,-7.88881254196167,8.855250358581543,-0.08732720464468002,7.908209800720215,-4.080402851104736,5.965930938720703,-4.268874645233154,7.023374080657959,2508.8685501453488,1279.7940235551412,0.06215366097383721,0.014272565022110939
hamed,confirm,noise,-276.3208312988281,39.223358154296875,34.47124099731445,34.16669464111328,10.856937408447266,15.243664741516113,8.781740188598633,9.557003021240234,8.495855331420898,8.471031188964844,0.9947763085365295,6.682958602905273,-2.3319106101989746,6.803183078765869,-1.3109403848648071,7.510790824890137,-3.5721774101257324,6.441335678100586,-4.292616844177246,7.607844352722168,-1.7090553045272827,5.071107864379883,-2.042349100112915,4.430614471435547,-3.646639823913574,4.998875617980957,8245.870971679688,4129.3479233185835,0.267724609375,0.02181384712457657
hamed,approve,pitch,-496.68505859375,96.4053955078125,113.26319885253906,66.63651275634766,-11.419290542602539,28.06139373779297,31.948455810546875,24.111520767211914,15.70571231842041,12.313813209533691,-11.233416557312012,19.541839599609375,-5.751925945281982,17.48174476623535,-3.6358895301818848,11.240357398986816,-17.296968460083008,13.085097312927246,0.05576523020863533,12.990976333618164,-3.7371153831481934,11.733780860900879,-4.142560958862305,7.478700637817383,-5.571137428283691,6.5468974113464355,3184.4127308238635,1801.6479884451394,0.1176461884469697,0.015066254884004593
hamed,approve,stretch,-495.8580017089844,91.85369873046875,126.962158203125,68.30384826660156,-11.39909553527832,24.51974868774414,29.7625789642334,23.312807083129883,23.118606567382812,14.416533470153809,-4.171052932739258,19.26192855834961,-7.749537467956543,16.7750186920166,2.8045928478240967,11.48080062866211,-16.257692337036133,9.492420196533203,-8.089996337890625,15.098345756530762,-2.057997226715088,10.09538745880127,-4.16930627822876,9.705551147460938,-1.7177009582519531,5.657926082611084,2832.3744223151407,1602.5986078203568,0.10521429357394366,0.014753645285964012
hamed,approve,noise,-285.6360168457031,38.64942932128906,26.398752212524414,32.845245361328125,11.508353233337402,14.720566749572754,10.117756843566895,12.17333698272705,8.35803508758545,11.537337303161621,0.335267037153244,8.217863082885742,-2.023787260055542,9.698627471923828,-0.21921055018901825,5.524141788482666,-4.426476001739502,5.390488147735596,-5.905162811279297,8.635255813598633,-3.436802864074707,7.007978439331055,-1.6819279193878174,6.00910758972168,-1.7309542894363403,5.158162593841553,8356.60546875,4365.069535428277,0.289541015625,0.021634962409734726
loic,confirm,original,-427.20458984375,76.53156280517578,91.75286865234375,54.165870666503906,27.943904876708984,33.86067581176758,16.523889541625977,23.74407958984375,24.309785842895508,14.437629699707031,10.43770694732666,15.901934623718262,-4.13887357711792,16.76481819152832,7.749578475952148,9.973832130432129,-4.609493732452393,12.528019905090332,2.895273208618164,10.554808616638184,4.82928466796875,9.129388809204102,3.27750563621521,6.88968563079834,-10.425023078918457,8.411872863769531,4386.726442101884,2236.774744103052,0.08885380993150685,0.01854303851723671
loic,approve,original,-476.49993896484375,87.14293670654297,72.50787353515625,54.991363525390625,32.57053756713867,22.29822540283203,30.93195152282715,18.438016891479492,17.11176300048828,19.29144287109375,18.82103157043457,19.959291458129883,-4.67653226852417,18.5690975189209,8.558053016662598,9.763842582702637,-1.1716440916061401,10.281532287597656,-2.8475513458251953,5.784097671508789,4.133603572845459,7.770508766174316,-1.4831228256225586,13.373397827148438,-9.33016300201416,8.651665687561035,5044.502397017045,2537.7562855325637,0.11759334415584416,0.012858275324106216
loic,confirm,pitch,-450.6799011230469,69.35625457763672,89.0562515258789,53.46405029296875,25.633590698242188,28.42350959777832,18.177968978881836,27.038253784179688,24.08379364013672,15.218993186950684,1.427899956703186,13.800742149353027,-2.2550973892211914,19.18548011779785,4.873862266540527,9.660653114318848,-4.948797702789307,13.45584774017334,5.722637176513672,5.642024040222168,-0.3490455448627472,9.05399227142334,-8.580105781555176,8.942683219909668,-9.659839630126953,6.721761226654053,4569.82421875,2257.1062269870013,0.09668646918402778,0.014418224804103374
loic,confirm,stretch,-444.4014892578125,66.41698455810547,87.69767761230469,49.57926940917969,30.591171264648438,34.558231353759766,17.81902313232422,24.252899169921875,25.3050537109375,13.888442039489746,8.985838890075684,16.070228576660156,-3.9614694118499756,16.850061416625977,7.849021911621094,9.245867729187012,-5.837804317474365,12.026657104492188,2.5431902408599854,10.725010871887207,5.03425407409668,9.603419303894043,3.49995756149292,6.36677885055542,-10.983787536621094,6.348642826080322,4789.659926470588,2271.1330038468973,0.0946499693627451,0.01522504910826683
loic,confirm,noise,-284.8196105957031,21.55154037475586,25.332002639770508,22.220703125,18.03814125061035,18.954172134399414,15.809891700744629,8.852672576904297,12.599227905273438,7.125907897949219,6.899285793304443,6.86709451675415,1.6164872646331787,7.8581671714782715,2.485257387161255,5.65819787979126,1.618277668952942,6.061946392059326,-0.2801918387413025,6.060214042663574,1.4723926782608032,4.629756450653076,0.5076780319213867,4.814301013946533,-2.2328288555145264,5.364135265350342,8707.23091020976,4316.193120574427,0.23306399828767124,0.01974627561867237
loic,approve,pitch,-506.6641540527344,86.48680877685547,71.91364288330078,52.20368194580078,34.878868103027344,21.971620559692383,27.190040588378906,18.91677474975586,15.299239158630371,13.804656982421875,11.277029991149902,25.312135696411133,-5.9500532150268555,18.86435890197754,9.863493919372559,5.535142421722412,-8.377232551574707,10.09091854095459,1.0974671840667725,7.160826683044434,-0.08732511103153229,12.318082809448242,-10.10399055480957,12.48689079284668,-6.809708118438721,7.522331714630127,5034.434925426136,2582.2304840552556,0.12662971793831168,0.010004180483520031
loic,approve,stretch,-504.16717529296875,88.74685668945312,73.50346374511719,53.90932846069336,34.5755729675293,19.752744674682617,31.51409339904785,19.06855010986328,17.106443405151367,19.296165466308594,18.598007202148438,20.042510986328125,-6.244869709014893,18.991945266723633,7.838175296783447,10.080389976501465,-1.4142528772354126,11.190815925598145,-3.8758625984191895,5.728062629699707,4.701361656188965,7.774106502532959,-0.8180334568023682,12.640384674072266,-9.306285858154297,7.737125873565674,5115.114524147727,2522.096169011114,0.11637073863636363,0.009256424382328987
